['-0.0000520622', '-0.0000192643', '0.3073238706', '0.9999999811', '-0.0001267419', '0.0001476147', '0.0000000719', '-0.0010795159', '0.0244449763', '-0.0567544417', '0.0017296087', '0.0244450237', '-0.0567545404', '-0.0007834898', '0.0244449105', '-0.0567560284', '0.0014337988', '0.0244449583', '-0.0567561277']
['-0.0162473884', '-0.0006779436', '0.3427044172', '0.9987096942', '-0.0004372791', '0.0507814437', '-0.0000224347', '-0.0904021348', '0.7969050700', '-1.4928997572', '0.0903767799', '0.7968437169', '-1.4929162565', '-0.0995573587', '0.9915184572', '-1.5025002692', '0.0994718225', '0.9915298318', '-1.5025426894']
['-0.0165729396', '-0.0006779437', '0.3331373637', '0.9986648625', '-0.0004372670', '0.0516555960', '-0.0000228172', '-0.0904328977', '0.7969161609', '-1.4929520174', '0.0904075141', '0.7968550046', '-1.4929683866', '-0.0995597991', '0.9915491374', '-1.5024793600', '0.0994745284', '0.9915604733', '-1.5025214522']
['-0.0168983389', '-0.0006779438', '0.3233258849', '0.9986195870', '-0.0004372538', '0.0525236012', '-0.0000231967', '-0.0904626155', '0.7969271908', '-1.4930038501', '0.0904372278', '0.7968662315', '-1.4930200912', '-0.0995622317', '0.9915795960', '-1.5024586693', '0.0994772258', '0.9915908910', '-1.5025004368']
['-0.0172235851', '-0.0006779438', '0.3132699757', '0.9985738830', '-0.0004372398', '0.0533854710', '-0.0000235735', '-0.0904917455', '0.7969381694', '-1.4930552688', '0.0904663667', '0.7968774071', '-1.4930713836', '-0.0995646566', '0.9916098878', '-1.5024381755', '0.0994799148', '0.9916211409', '-1.5024796213']
['-0.0175901304', '-0.0006779455', '0.3035773958', '0.9985967686', '-0.0004406118', '0.0529556326', '-0.0000237926', '-0.0924204154', '0.8187772991', '-1.5282627749', '0.0923852455', '0.8188017579', '-1.5284360602', '-0.0995502753', '0.9929106184', '-1.5021464020', '0.0994670659', '0.9929247385', '-1.5021884737']
['-0.0180046934', '-0.0006779470', '0.2941140659', '0.9986693261', '-0.0004438242', '0.0515691731', '-0.0000237834', '-0.0952852693', '0.8519391763', '-1.5805519983', '0.0952255278', '0.8520824340', '-1.5809439309', '-0.0995279394', '0.9949657485', '-1.5016889631', '0.0994458028', '0.9949819112', '-1.5017296889']
['-0.0184752604', '-0.0006779447', '0.2848134666', '0.9987785510', '-0.0004467716', '0.0494085618', '-0.0000235019', '-0.0986330297', '0.8903800540', '-1.6395299659', '0.0985388455', '0.8906497638', '-1.6401519937', '-0.0995004464', '0.9974522140', '-1.5011142946', '0.0994190849', '0.9974694642', '-1.5011520414']
['-0.0190088873', '-0.0006779395', '0.2756506980', '0.9989153586', '-0.0004495373', '0.0465607539', '-0.0000229356', '-0.1022505641', '0.9307184204', '-1.6994090713', '0.1021155063', '0.9311098390', '-1.7002483204', '-0.0994519181', '1.0001755418', '-1.5004409129', '0.0993731158', '1.0001928129', '-1.5004742509']
['-0.0196121760', '-0.0006779326', '0.2666241188', '0.9990724409', '-0.0004522199', '0.0430587135', '-0.0000220980', '-0.1060368218', '0.9711259563', '-1.7571289109', '0.1058555709', '0.9716294732', '-1.7581630554', '-0.0993607361', '1.0030159286', '-1.4996724137', '0.0992863931', '1.0030324109', '-1.4997003949']
['-0.0202219675', '-0.0006779190', '0.2582718713', '0.9991472716', '-0.0004759974', '0.0412856239', '-0.0000206761', '-0.1101047999', '1.0074003185', '-1.8132113577', '0.1099593759', '1.0080174120', '-1.8144394344', '-0.1010598997', '1.0232613509', '-1.5281696877', '0.1010591294', '1.0233919163', '-1.5283714459']
['-0.0208632387', '-0.0006778909', '0.2504785897', '0.9991749971', '-0.0005124107', '0.0406086476', '-0.0000191355', '-0.1143686165', '1.0399231544', '-1.8663830593', '0.1143088276', '1.0406506474', '-1.8677948708', '-0.1035708754', '1.0511263379', '-1.5703451585', '0.1036850265', '1.0514224765', '-1.5707983480']
['-0.0215526993', '-0.0006778467', '0.2431902817', '0.9991719004', '-0.0005567153', '0.0406841890', '-0.0000176686', '-0.1187926174', '1.0689542086', '-1.9161202615', '0.1188501448', '1.0697871371', '-1.9177026177', '-0.1064107971', '1.0810613394', '-1.6172027788', '0.1066661686', '1.0815404648', '-1.6179286351']
['-0.0222993477', '-0.0006777873', '0.2363884343', '0.9991453119', '-0.0006062467', '0.0413313198', '-0.0000163478', '-0.1233598275', '1.0946702217', '-1.9622839791', '0.1235562739', '1.0956032469', '-1.9640237000', '-0.1093310730', '1.1099649748', '-1.6637317192', '0.1097458580', '1.1106273014', '-1.6647230082']
['-0.0231072686', '-0.0006777141', '0.2300727445', '0.9990980518', '-0.0006593918', '0.0424576001', '-0.0000152014', '-0.1280590847', '1.1171935167', '-2.0049239742', '0.1284101267', '1.1182214650', '-2.0068090336', '-0.1121938114', '1.1361465731', '-1.7072914231', '0.1127813951', '1.1369844023', '-1.7085286384']
['-0.0239778256', '-0.0006776011', '0.2242507157', '0.9990306521', '-0.0007150093', '0.0440141414', '-0.0000142470', '-0.1328788905', '1.1366135104', '-2.0441692685', '0.1333959860', '1.1377315363', '-2.0461891315', '-0.1149148660', '1.1587304668', '-1.7466170167', '0.1156849129', '1.1597330864', '-1.7480771544']
['-0.0249109515', '-0.0006774070', '0.2189317908', '0.9989425243', '-0.0007721153', '0.0459699555', '-0.0000135045', '-0.1378043376', '1.1530017637', '-2.0801705431', '0.1384952696', '1.1542052561', '-2.0823160094', '-0.1174379092', '1.1773135840', '-1.7812177590', '0.1183964678', '1.1784696010', '-1.7828785151']
['-0.0259058039', '-0.0006770965', '0.2141242350', '0.9988326209', '-0.0008297297', '0.0482981043', '-0.0000130012', '-0.1428155659', '1.1664222887', '-2.1130722646', '0.1436845133', '1.1677066232', '-2.1153350489', '-0.1197229468', '1.1917697490', '-1.8110226397', '0.1208722278', '1.1930679949', '-1.8128639936']
['-0.0269610607', '-0.0006766410', '0.2098336028', '0.9986998546', '-0.0008868216', '0.0509687529', '-0.0000127714', '-0.1478870686', '1.1769386374', '-2.1430010838', '0.1489344455', '1.1782989190', '-2.1453733897', '-0.1217415096', '1.2021385756', '-1.8361774508', '0.1230795638', '1.2035683302', '-1.8381819688']
['-0.0280750415', '-0.0006760189', '0.2060620877', '0.9985434023', '-0.0009423068', '0.0539461357', '-0.0000128543', '-0.1529874501', '1.1846189230', '-2.1700627614', '0.1542097104', '1.1860497597', '-2.1725369159', '-0.1234747475', '1.2085625736', '-1.8569321074', '0.1249952246', '1.2101134810', '-1.8590846568']
['-0.0292423128', '-0.0006752248', '0.2028025450', '0.9983654433', '-0.0009947684', '0.0571441317', '-0.0000132654', '-0.1580689786', '1.1896034010', '-2.1942892243', '0.1594571980', '1.1910985200', '-2.1968571736', '-0.1249229146', '1.2114434107', '-1.8736946744', '0.1266139322', '1.2131049557', '-1.8759813695']
['-0.0304603304', '-0.0006744527', '0.2000503227', '0.9981666277', '-0.0010417388', '0.0605169220', '-0.0000139786', '-0.1630905503', '1.1919845267', '-2.2157567375', '0.1646301192', '1.1935309019', '-2.2184067961', '-0.1260876883', '1.2110198647', '-1.8867629353', '0.1279296298', '1.2127791885', '-1.8891684610']
['-0.0317207082', '-0.0006735215', '0.1977929482', '0.9979488838', '-0.0010835589', '0.0640066478', '-0.0000151465', '-0.1679911100', '1.1919310551', '-2.2345365783', '0.1696643514', '1.1935230531', '-2.2372602193', '-0.1269788046', '1.2076179266', '-1.8964556758', '0.1289515373', '1.2094644322', '-1.8989681488']
['-0.0330208305', '-0.0006724414', '0.1960203959', '0.9977145985', '-0.0011193599', '0.0675598002', '-0.0000167817', '-0.1727263973', '1.1895410547', '-2.2506767492', '0.1745127827', '1.1911713071', '-2.2534649270', '-0.1276069110', '1.2015238025', '-1.9030531988', '0.1296872543', '1.2034466167', '-1.9056611879']
['-0.0343579453', '-0.0006712390', '0.1947201335', '0.9974671174', '-0.0011484205', '0.0711198315', '-0.0000188888', '-0.1772459497', '1.1849333308', '-2.2642186348', '0.1791224714', '1.1865933291', '-2.2670618748', '-0.1279894156', '1.1930390116', '-1.9068249915', '0.1301506115', '1.1950271149', '-1.9095175122']
['-0.0357326649', '-0.0006699190', '0.1938691119', '0.9972128039', '-0.0011680293', '0.0746006631', '-0.0000216566', '-0.1814996471', '1.1782786877', '-2.2751927646', '0.1834325386', '1.1799581026', '-2.2780792322', '-0.1281737362', '1.1825906164', '-1.9081474167', '0.1303743335', '1.1846321097', '-1.9109124890']
['-0.0370566997', '-0.0006687400', '0.1931672926', '0.9969101469', '-0.0011781352', '0.0785415201', '-0.0000252964', '-0.1863784578', '1.1601752482', '-2.2601179113', '0.1883118625', '1.1618259584', '-2.2629559271', '-0.1282101823', '1.1699497781', '-1.9073646092', '0.1304123369', '1.1720338471', '-1.9101898799']
['-0.0384509718', '-0.0006675270', '0.1929581455', '0.9966210842', '-0.0011845588', '0.0821280128', '-0.0000290980', '-0.1909646480', '1.1463644885', '-2.2567019056', '0.1928938270', '1.1480062242', '-2.2595374006', '-0.1280911592', '1.1560553875', '-1.9045889533', '0.1302836553', '1.1581734804', '-1.9074673443']
['-0.0398942351', '-0.0006662844', '0.1931845676', '0.9963471259', '-0.0011889671', '0.0853872945', '-0.0000327897', '-0.1951735992', '1.1344166396', '-2.2582330457', '0.1970976758', '1.1360595602', '-2.2610899258', '-0.1278279278', '1.1411491348', '-1.9000449820', '0.1300071669', '1.1432940543', '-1.9029713040']
['-0.0413720169', '-0.0006650209', '0.1938060884', '0.9960925183', '-0.0011922434', '0.0883078267', '-0.0000362069', '-0.1989175017', '1.1229071782', '-2.2610502810', '0.2008376016', '1.1245547756', '-2.2639398532', '-0.1274386035', '1.1255039369', '-1.8939518631', '0.1296050823', '1.1276693795', '-1.8969219046']
['-0.0428744394', '-0.0006637487', '0.1947912871', '0.9958629397', '-0.0011948576', '0.0908602005', '-0.0000392407', '-0.2021207578', '1.1110680943', '-2.2631864765', '0.2040388963', '1.1127196606', '-2.2661130292', '-0.1269436567', '1.1093955312', '-1.8865204357', '0.1291000626', '1.1115758306', '-1.8895304684']
['-0.0443955179', '-0.0006624897', '0.1961056053', '0.9956623006', '-0.0011970303', '0.0930330512', '-0.0000418359', '-0.2047146769', '1.0985516496', '-2.2637173976', '0.2066331264', '1.1002040211', '-2.2666812361', '-0.1263612952', '1.0930404517', '-1.8779459533', '0.1285112768', '1.0952304732', '-1.8809924820']
['-0.0459529827', '-0.0006612923', '0.1976154244', '0.9955378315', '-0.0011989045', '0.0943556402', '-0.0000436763', '-0.2066032132', '1.0858684571', '-2.2618942173', '0.2085221836', '1.0875174599', '-2.2648951571', '-0.1260791749', '1.0754242342', '-1.8590807405', '0.1282239944', '1.0775657750', '-1.8620554714']
['-0.0475185657', '-0.0006601810', '0.1994452421', '0.9954392552', '-0.0012006548', '0.0953899660', '-0.0000449314', '-0.2078761831', '1.0721747484', '-2.2578132205', '0.2097986777', '1.0738153309', '-2.2608486244', '-0.1256499347', '1.0593465453', '-1.8450359001', '0.1277957016', '1.0614680494', '-1.8479959143']
['-0.0490916850', '-0.0006591510', '0.2015554760', '0.9953773590', '-0.0012022383', '0.0960336698', '-0.0000456335', '-0.2085112276', '1.0576842090', '-2.2513587709', '0.2104393555', '1.0593117746', '-2.2544258368', '-0.1251389273', '1.0444489509', '-1.8332875689', '0.1272908987', '1.0465646029', '-1.8362612135']
['-0.0506718625', '-0.0006583490', '0.2039114820', '0.9953569590', '-0.0012037417', '0.0962448597', '-0.0000458012', '-0.2086113841', '1.0425753736', '-2.2425336085', '0.2105487196', '1.0441857305', '-2.2456289131', '-0.1246496197', '1.0305563734', '-1.8225072187', '0.1267776750', '1.0326353560', '-1.8255157392']
['-0.0522582233', '-0.0006577915', '0.2064868620', '0.9953824434', '-0.0012051523', '0.0959809195', '-0.0000453947', '-0.2081488182', '1.0270487160', '-2.2313910486', '0.2100982451', '1.0286382963', '-2.2345114391', '-0.1242814694', '1.0176752697', '-1.8120573598', '0.1263592029', '1.0196885896', '-1.8151140501']
['-0.0538496612', '-0.0006574905', '0.2092578729', '0.9954558673', '-0.0012065585', '0.0952163777', '-0.0000443038', '-0.2071269387', '1.0112851672', '-2.2180076745', '0.2090909343', '1.0128510104', '-2.2211506275', '-0.1240909079', '1.0058464954', '-1.8016564559', '0.1261019282', '1.0077720343', '-1.8047694213']
['-0.0554441525', '-0.0006573788', '0.2122031315', '0.9955771747', '-0.0012084656', '0.0939394865', '-0.0000420772', '-0.2055691755', '0.9954451216', '-2.2024708797', '0.2075500050', '0.9969845913', '-2.2056360728', '-0.1240043380', '0.9950455198', '-1.7912254189', '0.1259752960', '0.9968904227', '-1.7943919782']
['-0.0570397236', '-0.0006573607', '0.2153018640', '0.9957447346', '-0.0012104455', '0.0921463880', '-0.0000390043', '-0.2035139807', '0.9796690581', '-2.1848758489', '0.2055115950', '0.9811809129', '-2.1880630432', '-0.1239806158', '0.9852779827', '-1.7807751873', '0.1259248725', '0.9870465256', '-1.7839945286']
['-0.0586348203', '-0.0006573458', '0.2185333042', '0.9959555494', '-0.0012118606', '0.0898391543', '-0.0000356126', '-0.2010096365', '0.9640770251', '-2.1653233414', '0.2030216830', '0.9655617174', '-2.1685316322', '-0.1240372587', '0.9765978074', '-1.7703579584', '0.1259262019', '0.9782696834', '-1.7736371426']
['-0.0602279709', '-0.0006573357', '0.2218770165', '0.9962052827', '-0.0012129507', '0.0870262170', '-0.0000317717', '-0.1981095015', '0.9487681681', '-2.1439178752', '0.2001340904', '0.9502265918', '-2.1471471856', '-0.1241723302', '0.9690469757', '-1.7600518629', '0.1259825540', '0.9706029218', '-1.7633968901']
['-0.0618338543', '-0.0006573256', '0.2252456125', '0.9965089827', '-0.0012140601', '0.0834767792', '-0.0000272121', '-0.1948375964', '0.9341858017', '-2.1206584565', '0.1968725020', '0.9356193896', '-2.1239105286', '-0.1242424300', '0.9625449234', '-1.7439633571', '0.1260105364', '0.9639434191', '-1.7472494813']
['-0.0634311884', '-0.0006573366', '0.2287103900', '0.9968300355', '-0.0012149325', '0.0795512654', '-0.0000220798', '-0.1913056392', '0.9198773452', '-2.0958226000', '0.1933491179', '0.9212873831', '-2.0990980581', '-0.1243624583', '0.9575358415', '-1.7317568877', '0.1260520477', '0.9587848398', '-1.7350603793']
['-0.0650204807', '-0.0006575253', '0.2322412341', '0.9971651443', '-0.0012161333', '0.0752342718', '-0.0000160207', '-0.1875634950', '0.9059421713', '-2.0695102106', '0.1896162290', '0.9073294843', '-2.0728103610', '-0.1244586531', '0.9538529693', '-1.7217872741', '0.1260820817', '0.9549757259', '-1.7251435750']
['-0.0665711382', '-0.0006578993', '0.2356822465', '0.9974863713', '-0.0012170710', '0.0708481313', '-0.0000095456', '-0.1834872896', '0.8893526269', '-2.0298827007', '0.1855225368', '0.8906827120', '-2.0331067171', '-0.1245405877', '0.9510094929', '-1.7132303670', '0.1261067689', '0.9520246748', '-1.7166582672']
['-0.0681235237', '-0.0006585376', '0.2391803666', '0.9978182996', '-0.0012183080', '0.0660087618', '-0.0000023596', '-0.1796187520', '0.8752418171', '-1.9962561999', '0.1816493033', '0.8765391810', '-1.9994665800', '-0.1245873890', '0.9493777424', '-1.7056078601', '0.1261184042', '0.9503038812', '-1.7091128304']
['-0.0696736523', '-0.0006588432', '0.2427015215', '0.9981477329', '-0.0012190162', '0.0608244801', '0.0000043140', '-0.1758719023', '0.8627081664', '-1.9653770972', '0.1779052240', '0.8639903989', '-1.9686064775', '-0.1245643746', '0.9486183926', '-1.6986051589', '0.1260681743', '0.9494922344', '-1.7021954323']
['-0.0712221420', '-0.0006735861', '0.2461879851', '0.9984718390', '-0.0011209530', '0.0552515023', '0.0000407455', '-0.1723887057', '0.8514311886', '-1.9355272309', '0.1740309711', '0.8525579523', '-1.9386774888', '-0.1245199597', '0.9482633868', '-1.6869908437', '0.1259030895', '0.9498072012', '-1.6960934050']
['-0.0727646433', '-0.0006706842', '0.2496275634', '0.9987788680', '-0.0011612891', '0.0493905101', '0.0000413392', '-0.1686825053', '0.8408192288', '-1.9057443975', '0.1704992916', '0.8419881120', '-1.9089820024', '-0.1243745399', '0.9494647311', '-1.6791955776', '0.1257123404', '0.9501141110', '-1.6852082786']
['-0.0742940235', '-0.0006694342', '0.2530344511', '0.9990559367', '-0.0011797997', '0.0434262739', '0.0000458532', '-0.1651011381', '0.8305655698', '-1.8758257207', '0.1670035178', '0.8317572367', '-1.8791312452', '-0.1242559004', '0.9515550734', '-1.6733595453', '0.1256014693', '0.9517035057', '-1.6777898393']
['-0.0758090335', '-0.0006688269', '0.2563834378', '0.9993002735', '-0.0011870231', '0.0373838415', '0.0000517644', '-0.1616347298', '0.8205807565', '-1.8456485242', '0.1635761561', '0.8217869733', '-1.8490116426', '-0.1241706161', '0.9543860311', '-1.6687297511', '0.1255416034', '0.9542869080', '-1.6724007965']
['-0.0773080786', '-0.0006683866', '0.2596538858', '0.9995093122', '-0.0011874704', '0.0313005013', '0.0000579858', '-0.1582912534', '0.8108153475', '-1.8152505488', '0.1602432120', '0.8120325799', '-1.8186647009', '-0.1241191791', '0.9578157451', '-1.6649019642', '0.1255150358', '0.9576207004', '-1.6682551654']
['-0.0787894069', '-0.0006679210', '0.2628279528', '0.9996812040', '-0.0011848692', '0.0252206719', '0.0000642510', '-0.1550815665', '0.8012438762', '-1.7847588830', '0.1570304224', '0.8024711664', '-1.7882211385', '-0.1240949553', '0.9617124586', '-1.6616565216', '0.1255145133', '0.9615061805', '-1.6649225986']
['-0.0802511914', '-0.0006675682', '0.2658894301', '0.9998151189', '-0.0011819685', '0.0191918209', '0.0000706112', '-0.1520165760', '0.7918578485', '-1.7543519525', '0.1539609760', '0.7930950890', '-1.7578612561', '-0.1240921050', '0.9659552229', '-1.6588730217', '0.1255406306', '0.9657799233', '-1.6621659351']
['-0.0816915442', '-0.0006674116', '0.2688233139', '0.9999113512', '-0.0011796470', '0.0132624389', '0.0000773448', '-0.1491092144', '0.7826619017', '-1.7242379109', '0.1510511461', '0.7839074937', '-1.7277935859', '-0.1241074772', '0.9704318959', '-1.6564849836', '0.1255942989', '0.9703026476', '-1.6598529280']
['-0.0831107386', '-0.0006808859', '0.2715858887', '0.9999723014', '-0.0010649873', '0.0073653480', '0.0001181905', '-0.1465945097', '0.7739440966', '-1.6946457792', '0.1480721795', '0.7750509343', '-1.6981119958', '-0.1240971157', '0.9739254223', '-1.6497388464', '0.1256046965', '0.9753065394', '-1.6582088519']
['-0.0845094264', '-0.0006902578', '0.2741975030', '0.9999979567', '-0.0010095154', '0.0017456362', '0.0001420466', '-0.1435527227', '0.7661693984', '-1.6645408636', '0.1447821876', '0.7671560654', '-1.6678383306', '-0.1241620161', '0.9781608765', '-1.6461028441', '0.1256804242', '0.9800964264', '-1.6567626766']
['-0.0858887309', '-0.0006831702', '0.2766241488', '0.9999925750', '-0.0011091269', '-0.0036885437', '0.0001200229', '-0.1398697121', '0.7596526762', '-1.6349350887', '0.1413492992', '0.7606162239', '-1.6380461799', '-0.1241822883', '0.9829705194', '-1.6444185789', '0.1256643703', '0.9834329810', '-1.6507217749']
['-0.0872462859', '-0.0006776807', '0.2789154058', '0.9999602614', '-0.0011565611', '-0.0088388709', '0.0001109923', '-0.1365063013', '0.7538167749', '-1.6089422624', '0.1381447084', '0.7546930298', '-1.6119195823', '-0.1243030673', '0.9877811776', '-1.6436346824', '0.1257645339', '0.9874551780', '-1.6477317675']
['-0.0885826408', '-0.0006742753', '0.2810635393', '0.9999057699', '-0.0011783896', '-0.0136766491', '0.0001090925', '-0.1332027195', '0.7489895655', '-1.5860055404', '0.1349087137', '0.7497080135', '-1.5888687693', '-0.1244620195', '0.9923303365', '-1.6432916125', '0.1259295851', '0.9916239247', '-1.6463414531']
['-0.0898999688', '-0.0006724839', '0.2830535358', '0.9998344376', '-0.0011878992', '-0.0181569288', '0.0001109641', '-0.1297007908', '0.7456050567', '-1.5651032123', '0.1314100766', '0.7461454345', '-1.5677766054', '-0.1246278206', '0.9964084925', '-1.6431545161', '0.1261213613', '0.9955567642', '-1.6457769235']
